Institution,City,State,AdmissionRate,Undergraduates,CarnegieClassification,Ownership,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54
Colorado State University Global,Aurora,CO,0.9603,6750.0,Master's Colleges & Universities: Larger Programs,Public,0.0,0.0,0.0,0.0,0.0251,0.0,0.2106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132,0.0,0.0,0.0,0.0,0.0,0.0,0.0361,0.0461,0.0082,0.0,0.0,0.0,0.0,0.0,0.0694,0.5911,0.0
Brand College,Glendale,CA,0.5,24.0,Not applicable,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florida Institute of Technology-Online,Melbourne,FL,1.0,936.0,Master's Colleges & Universities: Larger Programs,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.1786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2305,0.0455,0.0,0.0,0.0,0.0,0.0,0.1396,0.0,0.1071,0.2468,0.0
California Miramar University,San Diego,CA,0.5652,91.0,Special Focus Four-Year: Business & Management Schools,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Gemini School of Visual Arts & Communication,Austin,TX,0.1667,7.0,"Special Focus Four-Year: Arts, Music & Design Schools",Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Midwives College of Utah,Salt Lake City,UT,0.8182,252.0,Special Focus Four-Year: Other Health Professions Schools,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Shepherds College,Union Grove,WI,0.875,89.0,Not applicable,Private nonprofit,0.5385,0.0,0.0,0.0,0.0,0.0,0.2692,0.1923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ukiah Adult School,Ukiah,CA,0.5395,36.0,Not applicable,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mid-South Christian College,Memphis,TN,1.0,17.0,Special Focus Four-Year: Faith-Related Institutions,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prestige Health & Beauty Sciences Academy,Hallandale Beach,FL,1.0,51.0,Not applicable,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1739,0.0,0.0
Yeshiva Gedolah Kesser Torah,Monsey,NY,0.5,77.0,Special Focus Four-Year: Faith-Related Institutions,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yeshiva Yesodei Hatorah,Lakewood,NJ,1.0,69.0,Special Focus Four-Year: Faith-Related Institutions,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Augusta University,Augusta,GA,0.7328,5136.0,Doctoral Universities: High Research Activity,Public,0.0,0.0,0.0,0.0,0.0357,0.0,0.1311,0.0,0.0498,0.0,0.0,0.0133,0.0,0.0008,0.0149,0.0,0.0,0.0664,0.0058,0.0,0.0158,0.0664,0.0,0.0,0.0149,0.0,0.0664,0.0174,0.0232,0.0149,0.0,0.0,0.0,0.0,0.0299,0.2921,0.1278,0.0133
Middle Georgia State University,Macon,GA,0.9939,6745.0,Master's Colleges & Universities: Medium Programs,Public,0.0,0.0,0.0,0.0,0.0231,0.0,0.0902,0.0,0.0495,0.0,0.0128,0.0048,0.0,0.0,0.012,0.0982,0.0,0.0176,0.0048,0.0,0.0064,0.0056,0.0,0.0,0.0,0.0,0.0734,0.0431,0.0247,0.004,0.0,0.0431,0.0,0.0702,0.0152,0.2737,0.1213,0.0064
Academy of Interactive Entertainment,Seattle,WA,0.8226,89.0,Not applicable,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.2286,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1714,0.0,0.0,0.0
Veritas Baptist College,Lawrenceburg,IN,1.0,123.0,Special Focus Four-Year: Faith-Related Institutions,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeVry College of New York,New York,NY,0.3771,777.0,Special Focus Four-Year: Business & Management Schools,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.1866,0.0,0.0,0.0,0.0448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2239,0.5448,0.0
DeVry University-Arizona,Phoenix,AZ,0.5333,103.0,Baccalaureate Colleges: Diverse Fields,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.4605,0.0,0.0,0.0,0.0526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4868,0.0
DeVry University-California,Ontario,CA,0.4494,1457.0,Master's Colleges & Universities: Medium Programs,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.2777,0.0,0.0,0.0,0.0418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.6514,0.0
DeVry University-Colorado,Westminster,CO,0.0,51.0,Special Focus Four-Year: Other Special Focus Institutions,Private for-profit,0.0,0.0,0.0,0.0,0.0286,0.0,0.1143,0.0,0.0,0.0,0.0286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8286,0.0
DeVry University-Florida,Miramar,FL,0.4091,457.0,Special Focus Four-Year: Business & Management Schools,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0882,0.6324,0.0
DeVry University-Georgia,Decatur,GA,0.3636,913.0,Special Focus Four-Year: Business & Management Schools,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.2374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152,0.7475,0.0
DeVry University-Illinois,Naperville,IL,0.4552,19729.0,Master's Colleges & Universities: Larger Programs,Private for-profit,0.0,0.0,0.0,0.0,0.0022,0.0,0.1828,0.0,0.0,0.002,0.0292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5015,0.2767,0.0
DeVry University-Missouri,Kansas City,MO,0.4,23.0,Special Focus Four-Year: Other Special Focus Institutions,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.4706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5294,0.0
DeVry University-Nevada,Henderson,NV,0.6667,29.0,Special Focus Four-Year: Business & Management Schools,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714,0.0
DeVry University-New Jersey,Iselin,NJ,0.4444,116.0,Baccalaureate Colleges: Diverse Fields,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.5849,0.0,0.0,0.0,0.0377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3774,0.0
DeVry University-North Carolina,Charlotte,NC,0.6667,21.0,Special Focus Four-Year: Business & Management Schools,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DeVry University-Ohio,Columbus,OH,0.4179,385.0,Baccalaureate Colleges: Diverse Fields,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4574,0.0
DeVry University-Pennsylvania,Ft. Washington,PA,0.4,71.0,Baccalaureate Colleges: Diverse Fields,Private for-profit,0.0,0.0,0.0,0.0,0.0476,0.0,0.2857,0.0,0.0,0.0,0.0476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.619,0.0
DeVry University-Tennessee,Nashville,TN,1.0,16.0,Special Focus Four-Year: Business & Management Schools,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.0
DeVry University-Texas,Irving,TX,0.3636,174.0,Special Focus Four-Year: Business & Management Schools,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.4444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222,0.5333,0.0
DeVry University-Virginia,Arlington,VA,0.25,88.0,Special Focus Four-Year: Business & Management Schools,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.1579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263,0.8158,0.0
University of North Georgia,Dahlonega,GA,0.8116,16515.0,Master's Colleges & Universities: Larger Programs,Public,0.0,0.0054,0.0,0.0014,0.0392,0.0,0.0457,0.0,0.0639,0.0,0.001,0.0091,0.0,0.0034,0.0169,0.2828,0.0,0.0501,0.0105,0.0,0.0,0.0545,0.0,0.0,0.0129,0.0,0.0518,0.0433,0.0108,0.0348,0.0,0.0,0.0,0.0,0.0308,0.0677,0.1455,0.0186
Florida Polytechnic University,Lakeland,FL,0.5457,1337.0,Baccalaureate Colleges: Diverse Fields,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.4063,0.0,0.0,0.4688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0313,0.0
Antioch College,Yellow Springs,OH,0.719,133.0,Baccalaureate Colleges: Arts & Sciences Focus,Private nonprofit,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Texas A&M University-Central Texas,Killeen,TX,0.9592,1771.0,Master's Colleges & Universities: Medium Programs,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0979,0.0,0.0,0.0,0.0033,0.0,0.0,0.0,0.0261,0.0946,0.0,0.0261,0.0147,0.0,0.1354,0.0,0.0,0.0,0.0,0.0,0.0897,0.0392,0.0636,0.0343,0.0,0.0,0.0,0.0212,0.0082,0.0604,0.2643,0.0212
Arizona State University Digital Immersion,Scottsdale,AZ,0.7021,42511.0,Doctoral Universities: High Research Activity,Public,0.0,0.008,0.0121,0.0008,0.1058,0.0,0.0234,0.0,0.0177,0.0323,0.0037,0.0087,0.0433,0.0052,0.039,0.0512,0.0,0.041,0.0,0.0,0.0481,0.0034,0.0101,0.0,0.0003,0.0106,0.0992,0.0369,0.017,0.0925,0.0,0.0,0.0,0.0,0.0229,0.1226,0.1234,0.0207
Standard Healthcare Services-College of Nursing,Falls Church,VA,0.2677,518.0,Special Focus Two-Year: Health Professions,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
University of Florida-Online,Gainesville,FL,0.6574,4510.0,Baccalaureate Colleges: Diverse Fields,Public,0.0,0.0,0.0,0.0,0.1125,0.0,0.0516,0.0,0.0188,0.0,0.0,0.0,0.0,0.0,0.0,0.0106,0.0,0.068,0.0,0.0,0.0246,0.0528,0.0,0.0,0.0199,0.0,0.061,0.0586,0.0,0.1407,0.0,0.0,0.0,0.0,0.007,0.143,0.2309,0.0
Minerva University,San Francisco,CA,0.0102,604.0,Not applicable,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1235,0.0,0.0,0.0,0.0,0.4059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1588,0.0,0.0,0.0,0.0,0.0,0.0,0.3118,0.0
University of North Texas at Dallas,Dallas,TX,0.8992,3298.0,Master's Colleges & Universities: Larger Programs,Public,0.0,0.0,0.0,0.0,0.0417,0.0,0.0303,0.0,0.0,0.0,0.0,0.0,0.0227,0.0,0.0,0.0,0.0,0.0619,0.0025,0.0,0.2475,0.0,0.0,0.0,0.0,0.0,0.1199,0.1111,0.0152,0.0682,0.0,0.0,0.0,0.0,0.0,0.0328,0.2462,0.0
The Vocational Nursing Institute Inc,Houston,TX,1.0,22.0,Not applicable,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
American College of the Building Arts,Charleston,SC,0.8986,121.0,Special Focus Four-Year: Other Special Focus Institutions,Private nonprofit,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bet Medrash Gadol Ateret Torah,Brooklyn,NY,0.8421,96.0,Special Focus Four-Year: Faith-Related Institutions,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yeshiva Ohr Yisrael,Brooklyn,NY,1.0,32.0,Special Focus Four-Year: Faith-Related Institutions,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yeshiva Sholom Shachna,Brooklyn,NY,0.6667,77.0,Special Focus Four-Year: Faith-Related Institutions,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beth Medrash Meor Yitzchok,Monsey,NY,0.6522,184.0,Special Focus Four-Year: Faith-Related Institutions,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mingo Extended Learning Center,Delbarton,WV,0.75,30.0,Not applicable,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Bethany Global University,Bloomington,MN,0.9487,284.0,Special Focus Four-Year: Faith-Related Institutions,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California Jazz Conservatory,Berkeley,CA,1.0,23.0,"Special Focus Four-Year: Arts, Music & Design Schools",Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Florida International Training Institute,Miami,FL,0.8252,304.0,Not applicable,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3977,0.3409,0.0,0.0,0.0,0.2045,0.0568,0.0
Kennesaw State University,Kennesaw,GA,0.8159,37743.0,Doctoral Universities: High Research Activity,Public,0.0,0.0045,0.0066,0.0023,0.0661,0.0,0.1079,0.0,0.0573,0.1073,0.0331,0.0035,0.0,0.0,0.0123,0.0,0.0,0.048,0.0041,0.0,0.0528,0.0321,0.0003,0.0,0.0084,0.0,0.0735,0.0371,0.0104,0.048,0.0,0.0,0.0,0.0,0.0308,0.0464,0.2008,0.0063
Milligan University,Milligan,TN,0.6035,770.0,Master's Colleges & Universities: Medium Programs,Private nonprofit,0.0,0.0,0.0,0.0,0.0276,0.0,0.0387,0.0,0.0829,0.0718,0.0,0.011,0.0,0.0,0.0276,0.0,0.0,0.0497,0.0166,0.0,0.0055,0.105,0.0,0.0387,0.0055,0.0,0.1215,0.0,0.0387,0.0276,0.0,0.0,0.0,0.0,0.0442,0.1105,0.1657,0.011
Chamberlain University-Nevada,Las Vegas,NV,1.0,543.0,Special Focus Four-Year: Other Health Professions Schools,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Chamberlain University-Michigan,Troy,MI,0.5,549.0,Special Focus Four-Year: Other Health Professions Schools,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Chamberlain University-New Jersey,North Brunswick,NJ,0.9091,1219.0,Special Focus Four-Year: Other Health Professions Schools,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Hussian College-Los Angeles,Los Angeles,CA,0.3287,231.0,"Special Focus Four-Year: Arts, Music & Design Schools",Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Emory University-Oxford College,Oxford,GA,0.1982,1066.0,Associate's Colleges: High Transfer-High Traditional,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona College of Nursing-Las Vegas,Las Vegas,NV,0.9896,946.0,Special Focus Four-Year: Other Health Professions Schools,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Husson University,Bangor,ME,0.8555,2430.0,Doctoral/Professional Universities,Private nonprofit,0.0,0.003,0.0,0.0,0.0684,0.0547,0.0122,0.0,0.0289,0.0,0.0,0.0,0.0,0.0699,0.0015,0.003,0.0,0.0152,0.003,0.0,0.0,0.0851,0.0,0.0,0.0,0.0,0.0441,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0426,0.2325,0.2234,0.0
Concorde Career College-Southaven,Southaven,MS,1.0,362.0,Not applicable,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Academy of Interactive Entertainment,Lafayette,LA,0.9286,90.0,Not applicable,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.1429,0.8571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yeshiva Zichron Aryeh,Far Rockaway,NY,0.5,28.0,Special Focus Four-Year: Faith-Related Institutions,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felbry College,Columbus,OH,0.8696,329.0,Special Focus Two-Year: Health Professions,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Martinsburg College,Martinsburg,WV,1.0,2061.0,Special Focus Two-Year: Health Professions,Private for-profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8692,0.0534,0.0
