Institution,City,State,Undergraduates,Median Earnings
Milan Institute-Boise,Boise,ID,113.0,23194.0
Milan Institute of Cosmetology-El Paso,El Paso,TX,393.0,20991.0
Universal Technical Institute-Dallas Fort Worth,Irving,TX,1839.0,51264.0
ICPR Junior College,Manati,PR,377.0,17823.0
Artistic Nails and Beauty Academy-Lakeland,Lakeland,FL,214.0,22498.0
American Sentinel College of Nursing and Health Sciences,Waterbury,CT,953.0,
Hawaii Medical College,Honolulu,HI,354.0,
Carolina College of Hair Design,Asheville,NC,41.0,
College of Massage Therapy,Blackfoot,ID,25.0,
Miller-Motte College-Jacksonville,Jacksonville,NC,175.0,28836.0
Miller-Motte College-Augusta,Augusta,GA,505.0,28836.0
Miller-Motte College-Conway,Conway,SC,310.0,28836.0
Aveda Institute-Portland,Portland,OR,255.0,
Chamberlain University-Virginia,Vienna,VA,715.0,82055.0
Penrose Academy,Scottsdale,AZ,364.0,
Skin Institute,Saint Louis,MO,44.0,
Beauty Academy of South Florida,Hialeah Gardens,FL,238.0,
Ogle School Hair Skin Nails-North Dallas,Dallas,TX,281.0,27901.0
The Salon Professional Academy,Sherwood,AR,111.0,
The Salon Professional Academy-St Charles,St. Charles,MO,161.0,
Mildred Elley-New York Campus,New York,NY,1199.0,27754.0
National Paralegal College,Phoenix,AZ,504.0,
Carolina College of Biblical Studies,Fayetteville,NC,132.0,
Northeast Technology Center,Pryor,OK,1039.0,36432.0
Allstate Hairstyling & Barber College,Cleveland,OH,35.0,
Omega Graduate School,Dayton,TN,,
Jung Tao School of Classical Chinese Medicine,Sugar Grove,NC,,
New York Film Academy,Burbank,CA,967.0,
International College of Cosmetology,Oakland,CA,237.0,
Bella Capelli Academy,Monroeville,PA,281.0,
Institute of Medical Careers,Pittsburgh,PA,676.0,
Flagler Technical College,Palm Coast,FL,92.0,
Galaxy Medical College,North Hollywood,CA,26.0,
American Medical Sciences Center,Glendale,CA,124.0,
Mandalyn Academy,American Fork,UT,71.0,
Jose Maria Vargas University,Pembroke Pines,FL,85.0,
D A Dorsey Technical College,Miami,FL,101.0,
Keweenaw Bay Ojibwa Community College,Baraga,MI,73.0,
Meridian Institute of Surgical Assisting,Nashville,TN,774.0,
Mauna Loa Helicopters,Kailua Kona,HI,6.0,
Acaydia School of Aesthetics,Provo,UT,147.0,
Holistic Massage Training Institute,Baltimore,MD,34.0,
Diamonds College,Sherman,TX,58.0,
Northern Virginia School of Therapeutic Massage,Falls Church,VA,120.0,
Paul Mitchell the School-St Louis,St. Louis,MO,233.0,
Advanced Training Institute,Las Vegas,NV,681.0,
Shepherds Theological Seminary,Cary,NC,,
Taylor Andrews Academy of Hair Design-West Jordan,West Jordan,UT,187.0,
Santa Ana Beauty Academy,Santa Ana,CA,12.0,
Manna University,Fayetteville,NC,168.0,
Evolve Beauty Academy,Washing,MO,39.0,
Aveda Institute-New Mexico,Albuquerque,NM,105.0,
American Trade School,Saint Ann,MO,100.0,
Estelle Skin Care and Spa Institute,Skokie,IL,162.0,
Paul Mitchell the School-Honolulu,Honolulu,HI,141.0,
Elite Cosmetology School,PALM DESERT,CA,76.0,
American Technical Institute,Bayamon,PR,21.0,
Bergin University of Canine Studies,Penngrove,CA,20.0,
Aveda Institute-Boise,Boise,ID,71.0,
Pima Medical Institute-Aurora,Aurora,CO,385.0,
Capilo School of Hair Design,Augusta,ME,170.0,
Pure Aesthetics Natural Skincare School,Tucson,AZ,52.0,
Lindsey Institute of Cosmetology,Bowling Green,KY,50.0,
Buckner Barber School,Dallas,TX,40.0,
Simmons College of Kentucky,Louisville,KY,163.0,
Atelier Esthetique Institute of Esthetics,New York,NY,235.0,
Advanced College of Cosmetology,Waupun,WI,27.0,
North American University,Stafford,TX,389.0,
United Beauty College,Denver,CO,19.0,
Cinta Aveda Institute,San Francisco,CA,79.0,
Long Island Nail Skin & Hair Institute,Levittown,NY,241.0,
Keser Torah-Mayan Hatalmud,Lakewood,NJ,66.0,
Southern California Health Institute,North Hollywood,CA,185.0,
Best Care College,East Orange,NJ,33.0,
First Class Cosmetology School,Beloit,WI,87.0,
Millennia Atlantic University,Doral,FL,57.0,
Abcott Institute,Southfield,MI,110.0,
The Salon Professional Academy-Kenosha,Kenosha,WI,107.0,
Paul Mitchell the School-Indianapolis,Indianapolis,IN,192.0,
Taylor Andrews Academy-St George,St. George,UT,156.0,
Protege Academy,East Lansing,MI,64.0,
Colorado Academy of Veterinary Technology,Colorado Springs,CO,56.0,
Northeast Technical Institute,Scarborough,ME,197.0,
Elite School of Cosmetology,Norwalk,OH,148.0,
Paul Mitchell the School-Las Vegas,Las Vegas,NV,293.0,
Summit Salon Academy-Kokomo,Kokomo,IN,127.0,
Florida Academy,Fort Myers,FL,427.0,
Institute for Doctoral Studies in the Visual Arts,Portland,ME,,
State Career College,Gurnee,IL,91.0,
Academy for Salon Professionals,Northridge,CA,114.0,
Paul Mitchell the School-Spokane,Spokane Valley,WA,148.0,
International College of Beauty Arts & Sciences,Los Angeles,CA,87.0,
The Salon Professional Academy,Plainfield,IL,19.0,
John Paul the Great Catholic University,Escondido,CA,292.0,
University of Connecticut-Hartford Campus,Hartford,CT,1524.0,76076.0
Ottawa University-Surprise,Surprise,AZ,896.0,48846.0
Chamberlain University-Missouri,St. Louis,MO,409.0,82055.0
Chamberlain University-Texas,Houston,TX,1923.0,82055.0
Continental School of Beauty Culture-Mattydale,Mattydale,NY,146.0,22250.0
Carrington College-Ontario,Ontario,CA,128.0,37808.0
Paul Mitchell the School-Columbia,West Columbia,SC,206.0,16037.0
Paul Mitchell the School-Charleston,North Charleston,SC,233.0,16037.0
Kenneth Shuler School of Cosmetology-Greenville,Greenville,SC,124.0,24068.0
Northwest College-Eugene,Springfield,OR,139.0,21888.0
Northwest College-Tualatin,Tualatin,OR,25.0,21888.0
San Joaquin Valley College-Hanford Classroom,Hanford,CA,75.0,35856.0
CET-Soledad,Soledad,CA,132.0,29012.0
UEI College-Oceanside,Oceanside,CA,840.0,28233.0
Paul Mitchell the School-New Orleans,Metairie,LA,126.0,20270.0
UEI College-Garden Grove,Garden Grove,CA,1048.0,28233.0
New England Tractor Trailer Training School of Massachusetts,North Andover,MA,640.0,53900.0
Dewey University-Manati,Manati,PR,282.0,18791.0
Allen School-Phoenix,Phoenix,AZ,27.0,32836.0
Oklahoma Technical College,Tulsa,OK,143.0,25355.0
Unitech Training Academy-Alexandria,Alexandria,LA,54.0,22612.0
Aveda Institute-Los Angeles,Los Angeles,CA,121.0,27975.0
UEI College-Riverside,Riverside,CA,1199.0,35618.0
WellSpring School of Allied Health-Lawrence,Lawrence,KS,41.0,27174.0
Manuel and Theresa's School of Hair Design-Victoria,Victoria,TX,19.0,24983.0
Tricoci University of Beauty Culture-Chicago NE,Chicago,IL,123.0,34368.0
Los Angeles Pacific University,San Dimas,CA,1363.0,
Avalon Institute-Phoenix,Phoenix,AZ,491.0,25490.0
Avalon Institute-Layton,Layton,UT,203.0,25490.0
Aveda Institute-Des Moines,West Des Moines,IA,163.0,
Fortis Institute-Lawrenceville,Lawrenceville,NJ,266.0,34048.0
Relay Graduate School of Education,New York,NY,170.0,
Miller-Motte College-Macon,Macon,GA,249.0,28836.0
South University-Savannah Online,Savannah,GA,4748.0,35237.0
San Joaquin Valley College-Temecula,Temecula,CA,595.0,35856.0
Whitworth University-Adult Degree Programs,Spokane,WA,227.0,57211.0
The Colleges of Law at Santa Barbara,Santa Barbara,CA,,
Springfield College-Regional Online and Continuing Education,Springfield,MA,354.0,47049.0
Marian Health Careers Center-Van Nuys Campus,Van Nuys,CA,81.0,61315.0
Milan Institute-Las Vegas,Las Vegas,NV,211.0,23194.0
Catholic Distance University,Charles Town,WV,77.0,
New York School of Esthetics & Day Spa,white plains,NY,119.0,
Panache Academy of Beauty,Baraboo,WI,65.0,
Finger Lakes Health College of Nursing & Health Sciences,Geneva,NY,106.0,37712.0
ASI Career Institute,Turnersville,NJ,60.0,
Christine Valmy International School of Esthetics & Cosmetology,Pine Brook,NJ,282.0,
City College-Hollywood,Hollywood,FL,183.0,31329.0
Paul Mitchell the School-Arlington,Arlington,TX,329.0,28804.0
Rocky Mountain University of Health Professions,Provo,UT,,
Paul Mitchell the School-Fort Myers,Fort Myers,FL,125.0,17415.0
Paul Mitchell the School-Raleigh,Raleigh,NC,164.0,
CUNY Stella and Charles Guttman Community College,New York,NY,867.0,
Lil Lou's Beauty and Barber College,Gary,IN,43.0,
Criswell College,Dallas,TX,137.0,
Beverly Hills Design Institute,Beverly Hills,CA,20.0,
Reflections Academy of Beauty,Decatur,IL,32.0,
UCAS University of Cosmetology Arts & Sciences-La Joya,La Joya,TX,41.0,18827.0
Annenberg School of Nursing,Reseda,CA,20.0,
American Medical Academy,Miami,FL,452.0,
Tooele Technical College,Tooele,UT,363.0,
Chamberlain University-Georgia,Sandy Springs,GA,1372.0,82055.0
Chamberlain University-Indiana,Indianapolis,IN,244.0,82055.0
Sessions College for Professional Design,Tempe,AZ,260.0,
Tulsa Welding School-Jacksonville,Jacksonville,FL,257.0,38756.0
Empire Beauty School-Virginia Beach,Virginia Beach,VA,160.0,24401.0
Ross Medical Education Center-Morgantown,Morgantown,WV,33.0,28178.0
Paul Mitchell the School-Ogden,Ogden,UT,150.0,25678.0
Miami Ad School-New York,Astoria,NY,46.0,90886.0
Larry's Barber College,Chicago,IL,78.0,
Futura Career Institute,Hialeah,FL,150.0,
Flair Beauty College,Valencia,CA,59.0,
Vogue College of Cosmetology-San Antonio Fredericksburg,San Antonio,TX,145.0,
Vogue College of Cosmetology,San Antonio,TX,152.0,
Tomorrow's Image Barber And Beauty Academy of Virginia,Newport News,VA,14.0,
Medical Allied Career Center,Santa Fe Springs,CA,78.0,
Bais HaMedrash and Mesivta of Baltimore,Baltimore,MD,81.0,
Barber & Beauty Institute of New York,Hempstead,NY,47.0,
Salon Institute-Toledo Campus,Toledo,OH,151.0,
Athena Career Academy,Toledo,OH,329.0,
Yeshiva Gedolah Zichron Leyma,Union,NJ,36.0,
The Barber School,Midvale,UT,145.0,
Be'er Yaakov Talmudic Seminary,Spring Valley,NY,576.0,
Rio Grande Valley College,Pharr,TX,470.0,
Alexander Academy,Lunenburg,MA,48.0,
Aveda Institute-Tucson,Tucson,AZ,217.0,
Diamond Beauty College,South El Monte,CA,61.0,
Unitek College,South San Francisco,CA,399.0,
University Academy of Hair Design,Tuscaloosa,AL,54.0,
Florida Institute of Recording Sound and Technology,Orlando,FL,338.0,
Paul Mitchell the School-Reno,Reno,NV,247.0,
Boise Barber College,Boise,ID,61.0,
Austin Kade Academy,Idaho Falls,ID,119.0,
Aesthetic Science Institute,Latham,NY,69.0,
Elaine Sterling Institute,Atlanta,GA,617.0,
Wade Gordon Hairdressing Academy,Amarillo,TX,77.0,
Mitsu Sato Hair Academy,Overland Park,KS,88.0,
FVI School of Nursing and Technology,Miami,FL,690.0,
SAE Institute of Technology-Atlanta,Atlanta,GA,385.0,34662.0
Academy di Firenze,Jerome,ID,11.0,
SAE Institute of Technology-Miami,North Miami Beach,FL,139.0,34662.0
Colorado State University Global,Aurora,CO,6750.0,
Paul Mitchell the School-Overland Park,Overland Park,KS,185.0,
Medspa Academies,South Jordan,UT,218.0,
Brighton Institute of Cosmetology,Brighton,MI,56.0,
West Coast University-Dallas,Richardson,TX,1022.0,99806.0
Empire Beauty School-Savannah,Savannah,GA,153.0,23754.0
Ogle School Hair Skin Nails-Denton,Denton,TX,159.0,25124.0
Empire Beauty School-West Greensboro,Greensboro,NC,114.0,24401.0
Hays Academy of Hair Design,Salina,KS,55.0,23625.0
Bellus Academy,Manhattan,KS,200.0,30522.0
MotoRing Technical Training Institute,East Providence,RI,66.0,27599.0
Unitek College,Hayward,CA,309.0,
Medical Career Institute,Ocean,NJ,195.0,
Advance Beauty Techs Academy,San Jacinto,CA,108.0,
Elevate Salon Institute-Westminster,Westminster,CO,101.0,
Brand College,Glendale,CA,24.0,
Hinton Barber and Beauty College,Vallejo,CA,54.0,
Advanced Career Institute,Visalia,CA,800.0,
Digital Film Academy,New York,NY,136.0,
MyComputerCareer at Raleigh,Raleigh,NC,1701.0,
South University-Austin,Round Rock,TX,335.0,35237.0
Bryant & Stratton College-Online,Orchard Park,NY,6211.0,30181.0
Ogle School Hair Skin Nails-San Antonio,San Antonio,TX,391.0,25124.0
Ideal Beauty Academy,Louisville,KY,11.0,24143.0
Warner Pacific University Professional and Graduate Studies,Portland,OR,251.0,53820.0
Platt College-Riverside,Riverside,CA,466.0,34922.0
Empire Beauty School-Glen Burnie,Glen Burnie,MD,82.0,23071.0
International School of Cosmetology,Scottsdale,AZ,36.0,20363.0
UEI College-Stockton,Stockton,CA,686.0,28233.0
Ross Medical Education Center-Dayton,Dayton,OH,112.0,32859.0
Ross Medical Education Center-Ontario,Ontario,OH,28.0,28048.0
Ross Medical Education Center-Bowling Green,Bowling Green,KY,51.0,26016.0
Florida Institute of Technology-Online,Melbourne,FL,936.0,53864.0
Rasmussen University-Kansas,Topeka,KS,679.0,37168.0
Columbia Institute,Silver Spring,MD,62.0,
School of Missionary Aviation Technology,Ionia,MI,30.0,
California Miramar University,San Diego,CA,91.0,
Rocky Vista University,Parker,CO,,
The College of Health Care Professions-Dallas,Dallas,TX,506.0,34583.0
The College of Health Care Professions-Fort Worth,Fort Worth,TX,784.0,31322.0
Shear Finesse Beauty Academy,Jacksonville,FL,23.0,
Miami Media School,Doral,FL,142.0,28185.0
Academy of Salon Professionals,Sedalia,MO,40.0,
CyberTex Institute of Technology,Austin,TX,139.0,
New England Tractor Trailer Training School of CT-Bridgeport,Bridgeport,CT,502.0,50317.0
Gemini School of Visual Arts & Communication,Austin,TX,7.0,
Designer Barber & Stylist School,Ft Smith,AR,84.0,
Paul Mitchell the School-Woodbridge,Woodbridge,VA,117.0,23759.0
College of the Muscogee Nation,Okmulgee,OK,179.0,
The Salon Professional Academy-Huntsville,Huntsville,AL,59.0,
Midwives College of Utah,Salt Lake City,UT,252.0,
Aspen Beauty Academy of Laurel,Laurel,MD,100.0,
M T Training Center,Grand Prairie,TX,139.0,
Berks Career & Technology Center,Leesport,PA,51.0,
Future Generations University,Franklin,WV,,
Carthage R9 School District-Carthage Technical Center,Carthage,MO,26.0,
Grace Mission University,Fullerton,CA,68.0,
Verve College,Oak Brook,IL,137.0,
Sotheby's Institute of Art-NY,New York,NY,,
Top Nails & Hair Beauty School,Taylorsville,UT,106.0,
Santa Ana Beauty College,Santa Ana,CA,115.0,
Shepherds College,Union Grove,WI,89.0,
Woodruff Medical and Wellness Training,Tucker,GA,179.0,
Helms College,Macon,GA,218.0,
Ukiah Adult School,Ukiah,CA,36.0,
Riverside County Office of Education-School of Career Education,Riverside,CA,211.0,
Institute of Health Sciences,Hunt Valley,MD,125.0,
Mid-South Christian College,Memphis,TN,17.0,
New York Institute of Beauty,Islandia,NY,270.0,
Ultrasound Medical Institute,Royal Palm Beach,FL,59.0,
Xavier College School of Nursing,Stockton,CA,76.0,
Lawrence & Company College of Cosmetology,Hanford,CA,44.0,
Kaizen Beauty Academy,Pembroke Pines,FL,80.0,
Southern Texas Careers Academy,McAllen,TX,52.0,
Sharp Edgez Barber Institute,Rochester,NY,93.0,
The Salon Professional Academy-Nashville,Nashville,TN,46.0,
Prestige Health & Beauty Sciences Academy,Hallandale Beach,FL,51.0,
California Career Institute,Anaheim,CA,308.0,
Grace School of Theology,Conroe,TX,212.0,
Yeshiva Gedolah Kesser Torah,Monsey,NY,77.0,
Universal Training Institute,Perth Amboy,NJ,158.0,
Yeshiva Yesodei Hatorah,Lakewood,NJ,69.0,
Center for the Healing Arts,Voorhees,NJ,31.0,
Bonnie Joseph Academy of Cosmetology & Barbering,Heber City,UT,17.0,
Healthcare Training Institute,Kenner,LA,52.0,
J D Academy of Salon and Spa,Danville,CA,148.0,
Boca Beauty Academy,Boca Raton,FL,164.0,
Paul Mitchell the School-Jersey Shore,Brick,NJ,38.0,
City Pointe Beauty Academy,Webb City,MO,90.0,
The Chrysm Institute of Esthetics,Virginia Beach,VA,167.0,
Sanford Burnham Prebys Medical Discovery Institute,La Jolla,CA,,
Belle Academy of Cosmetology LLC,Waterbury,CT,3.0,
Empire Beauty School-Augusta,Augusta,GA,68.0,23122.0
South University-High Point,High Point,NC,38.0,35237.0
Empire Beauty School-Vernon Hills,Vernon Hills,IL,69.0,24401.0
Empire Beauty School-Stone Park,Stone Park,IL,127.0,24401.0
San Joaquin Valley College-Lancaster,Lancaster,CA,198.0,35856.0
Empire Beauty School-Rochester,Rochester,NY,78.0,23754.0
Ross Medical Education Center-Kokomo,Kokomo,IN,79.0,32859.0
Ross Medical Education Center-Erlanger,Erlanger,KY,94.0,28048.0
Ross Medical Education Center-Charleston,Charleston,WV,71.0,29128.0
InterCoast Colleges-Fairfield,Fairfield,CA,62.0,29072.0
Southern Careers Institute-San Antonio,San Antonio,TX,938.0,24145.0
Milan Institute-Merced,Merced,CA,254.0,23194.0
Midwest Technical Institute-Missouri,Springfield,MO,385.0,31213.0
Augusta University,Augusta,GA,5136.0,45008.0
Middle Georgia State University,Macon,GA,6745.0,39134.0
Trenz Beauty Academy,Calumet City,IL,202.0,
Paul Mitchell the School-Denver,Lakewood,CO,259.0,
Academy of Interactive Entertainment,Seattle,WA,89.0,
Arrojo Cosmetology School,New York,NY,103.0,
Cosmetology Academy of Texarkana,Texarkana,TX,74.0,
Veritas Baptist College,Lawrenceburg,IN,123.0,
Lynnes Welding Training,Fargo,ND,20.0,
Aviation Institute of Maintenance-Las Vegas,Las Vegas,NV,286.0,48608.0
UEI College-Bakersfield,Bakersfield,CA,1204.0,27773.0
DeVry College of New York,New York,NY,777.0,45217.0
DeVry University-Arizona,Phoenix,AZ,103.0,45217.0
DeVry University-California,Ontario,CA,1457.0,45217.0
DeVry University-Colorado,Westminster,CO,51.0,45217.0
DeVry University-Florida,Miramar,FL,457.0,45217.0
DeVry University-Georgia,Decatur,GA,913.0,45217.0
DeVry University-Illinois,Naperville,IL,19729.0,45217.0
DeVry University-Missouri,Kansas City,MO,23.0,45217.0
DeVry University-Nevada,Henderson,NV,29.0,45217.0
DeVry University-New Jersey,Iselin,NJ,116.0,45217.0
DeVry University-North Carolina,Charlotte,NC,21.0,45217.0
DeVry University-Ohio,Columbus,OH,385.0,45217.0
DeVry University-Pennsylvania,Ft. Washington,PA,71.0,45217.0
DeVry University-Tennessee,Nashville,TN,16.0,45217.0
DeVry University-Texas,Irving,TX,174.0,45217.0
DeVry University-Virginia,Arlington,VA,88.0,45217.0
University of North Georgia,Dahlonega,GA,16515.0,46829.0
South Georgia State College,Douglas,GA,1490.0,35294.0
Northeastern University Professional Programs,Boston,MA,1928.0,88842.0
Florida Polytechnic University,Lakeland,FL,1337.0,
American Institute-Toms River,Toms River,NJ,341.0,29474.0
Alamo City Barber College,San Antonio,TX,169.0,
Arizona College-Mesa,Mesa,AZ,348.0,31302.0
American College of Healthcare and Technology,Huntington Park,CA,253.0,
Antioch College,Yellow Springs,OH,133.0,
Texas A&M University-Central Texas,Killeen,TX,1771.0,
Central Georgia Technical College,Warner Robins,GA,5531.0,29343.0
Barber School of Pittsburgh,Pittsburgh,PA,98.0,
Innovate Salon Academy,South Plainfield,NJ,184.0,
Arizona State University Digital Immersion,Scottsdale,AZ,42511.0,58967.0
Louisiana Delta Community College,Monroe,LA,3026.0,28534.0
The Fab School,Rancho Cucamonga,CA,189.0,
Networks Barber College,Calumet City,IL,28.0,
JB's Hair Design and Barber College,Oklahoma City,OK,59.0,
Paul Mitchell the School-Lombard,Lombard,IL,126.0,23445.0
Paul Mitchell the School-Greenville,Greenville,SC,184.0,16037.0
Barber and Beauty Academy of Pennsylvania,Harrisburg,PA,53.0,
Delta College of Arts & Technology-Lafayette Campus,Lafayette,LA,147.0,32660.0
Delta College-Slidell Campus,Slidell,LA,112.0,24587.0
Integrity College of Health,Pasadena,CA,113.0,
Electrical and HVAC/R Training Center,Copiague,NY,204.0,
Alexander Paul Institute of Hair Design,Greenville,NC,34.0,
California Technical Academy,Riverside,CA,385.0,
More Tech Institute,Hialeah,FL,20.0,
Dorsey College-Dearborn,Detroit,MI,330.0,26831.0
Neecee's Barber College,Abilene,TX,50.0,
Bella Cosmetology and Barber College,Greenville,TX,53.0,
Franklin Hair Academy School of Cosmetology,Franklin,TN,33.0,
Ana G. Mendez University,Orlando,FL,2961.0,
Ohio Institute of Allied Health,Huber Heights,OH,34.0,
Access Careers,Hempstead,NY,279.0,
Luckes Beauty Academy LLC,Newport  News,VA,28.0,
Total Transformation Institute of Cosmetology,San Marcos,TX,67.0,
Vibe Barber College,Memphis,TN,56.0,
Champ's Barber School,Lancaster,PA,36.0,
IGlobal University,Vienna,VA,95.0,
East-West Healing Arts Institute,Madison,WI,59.0,
Standard Healthcare Services-College of Nursing,Falls Church,VA,518.0,
Philadelphia Technician Training,Philadelphia,PA,675.0,
Grace International Beauty School,Flushing,NY,25.0,
Alliance Computing Solutions,Flushing,NY,7.0,
InterAmerican Technical Institute,Miami,FL,81.0,
Bay Area Medical Academy,San Francisco,CA,198.0,
Mind Body Institute,Madison,TN,49.0,
Parisian Spa Institute,Jacksonville,FL,244.0,
Creative Touch Cosmetology School,Waterloo,IL,22.0,
LaBarberia Institute of Hair,Mayfield Hts,OH,201.0,
Bos-Man's Barber College,Shreveport,LA,65.0,
Lawrence & Company College of Cosmetology,Selma,CA,55.0,
Alabama College of Osteopathic Medicine,Dothan,AL,,
High Desert Medical College,Lancaster,CA,1294.0,
Paul Mitchell the School-Schenectady,Schenectady,NY,118.0,
Beyond Measure Barbering Institute,Mebane,NC,53.0,
McDougle Technical  Institute,Pompano Beach,FL,152.0,
Barber Institute of Texas,Longview,TX,13.0,
Jupiter Beauty Academy,Boston,MA,238.0,
MedQuest College,Louisville,KY,218.0,
First Coast Barber Academy,Jacksonville,FL,44.0,
Debutantes School of Cosmetology and Nail Technology,Dekalb,IL,77.0,
Paul Mitchell the School-Farmington Hills,Farmington Hills,MI,152.0,
Paul Mitchell the School-Merrillville,Merrillville,IN,111.0,
Ricci's Toni & Guy Hairdressing Academy/TIGI Creative School,Newtown,CT,109.0,
Yahweh Beauty Academy,Killeen,TX,10.0,
Arizona School of Integrative Studies,Tucson,AZ,181.0,
Lee Professional Institute,Fort Myers,FL,16.0,
Park Place Premier Barber School,New Orleans,LA,32.0,
The Salon Professional Academy-San Jose,San Jose,CA,237.0,
Tri-Community Adult Education,Covina,CA,213.0,
Ross Medical Education Center-Owensboro,Owensboro,KY,40.0,28178.0
Ross Medical Education Center-Evansville,Evansville,IN,91.0,32859.0
Ross Medical Education Center-Johnson City,Johnson City,TN,53.0,32859.0
North-West College-Anaheim,Anaheim,CA,212.0,33990.0
North-West College-Long Beach,Long Beach,CA,322.0,33990.0
Taylor Andrews Academy of Hair Design-Provo,Provo,UT,205.0,
University of Florida-Online,Gainesville,FL,4510.0,69468.0
Ogle School Hair Skin Nails-Stafford,Stafford,TX,476.0,23394.0
University of Phoenix-Arizona,Phoenix,AZ,63963.0,37769.0
University of Phoenix-California,Ontario,CA,1161.0,37769.0
University of Phoenix-Nevada,Las Vegas,NV,78.0,37769.0
University of Phoenix-Texas,Houston,TX,126.0,37769.0
CEM College-Mayaguez,Mayaguez,PR,84.0,19736.0
Minerva University,San Francisco,CA,604.0,
University of West Los Angeles,Inglewood,CA,1.0,
Rabbinical College Ohr Yisroel,Brooklyn,NY,114.0,
Aveda Institute-Phoenix,Tempe,AZ,104.0,
University of North Texas at Dallas,Dallas,TX,3298.0,
Dermal Science International Aesthetics and Nail Academy,Reston,VA,45.0,
BridgeValley Community & Technical College,South  Charleston,WV,1542.0,36541.0
Northwest College-Medford,Medford,OR,105.0,21888.0
Houston Training Schools-Gessner,Houston,TX,161.0,17434.0
Empire Beauty School-Buffalo,Cheektowaga,NY,85.0,21225.0
Paul Mitchell the School-Toledo,Sylvania,OH,206.0,24523.0
Georgia Military College,Milledgeville,GA,4469.0,36470.0
SAE Institute of Technology-Chicago,Chicago,IL,262.0,34662.0
Beau Monde Academy of Barbering and Cosmetology,Portland,OR,122.0,25426.0
Fountain of Youth Academy of Cosmetology,Bellevue,PA,99.0,
West Coast University-Miami,Doral,FL,1123.0,99806.0
All Beauty College,Kingman,AZ,16.0,
Aparicio-Levy Technical College,Tampa,FL,171.0,
The Vocational Nursing Institute Inc,Houston,TX,22.0,
Hollywood Institute of Beauty Careers-West Palm Beach,West Palm Beach,FL,278.0,
Hollywood Institute of Beauty Careers-Casselberry,Casselberry,FL,355.0,
Empire Beauty School-Cheltenham,Wyncote,PA,142.0,23122.0
High Tech High Graduate School of Education,San Diego,CA,,
Coachella Valley Beauty College-Hemet,Hemet,CA,96.0,21590.0
Coastal Pines Technical College,Waycross,GA,1920.0,28028.0
Studio Beauty School,Spokane Valley,WA,82.0,
Latin Beauty Academy,greenacres,FL,147.0,
Associated Barber College of San Diego,San Diego,CA,90.0,
ABCO Technology,Inglewood,CA,253.0,
Lionel University,Carpinteria,CA,390.0,
California Intercontinental University,Irvine,CA,160.0,
Infinity College,Lafayette,LA,21.0,
Universal Healthcare Careers College,Los Angeles,CA,202.0,
New Beginnings Beauty Academy,Pine Bluff,AR,40.0,
Dolce The Academy,Waterbury,CT,32.0,
American College of the Building Arts,Charleston,SC,121.0,
River Valley School of Massage,Russellville,AR,5.0,
Atlantis University,Miami,FL,375.0,
Westchester School for Medical & Dental Assistants,Ardsley,NY,84.0,
Studio Incamminati,Philadelphia,PA,41.0,
Salon Boutique Academy,Addison,TX,167.0,
GA Beauty & Barber School,McAllen,TX,216.0,
The Recording Conservatory of Austin,Austin,TX,59.0,
VH Barber & Styling Academy,Bossier City,LA,37.0,
Bet Medrash Gadol Ateret Torah,Brooklyn,NY,96.0,
Yeshiva Ohr Yisrael,Brooklyn,NY,32.0,
Yeshiva Sholom Shachna,Brooklyn,NY,77.0,
Bethlehem College & Seminary,Minneapolis,MN,123.0,
Elmezzi Graduate School of Molecular Medicine,Manhasset,NY,,
Professional Academy of Cosmetology,Norristown,PA,7.0,
Theatre of Arts,Hollywood,CA,26.0,
Westchester College of Nursing & Allied Health,Los Angeles,CA,12.0,
Treasure Coast Technical College,Vero Beach,FL,133.0,
American College of Barbering,Louisville,KY,65.0,
Beth Medrash Meor Yitzchok,Monsey,NY,184.0,
Mingo Extended Learning Center,Delbarton,WV,30.0,
San Ignacio University,Doral,FL,92.0,
ZMS The Academy,Los Angeles,CA,118.0,
Valor Christian College,Canal Winchester,OH,308.0,
Bethany Global University,Bloomington,MN,284.0,
Bella Academy of Cosmetology,Manitowoc,WI,4.0,
HVAC Technical Institute,Chicago,IL,175.0,
United International College,Miramar,FL,45.0,
San Francisco Film School,San Francisco,CA,105.0,
Center for Ultrasound Research & Education,White Plains,NY,208.0,
Culinary Tech Center,White Plains,NY,89.0,
Randolph Technical Center,Elkins,WV,17.0,
AMG School of Nursing,Brooklyn,NY,261.0,
Saint Michael College of Allied Health,Washington,DC,142.0,
Presidio Graduate School,San Francisco,CA,,
Sandra Academy of Salon Services,New Tazewell,TN,48.0,
Wright Graduate University for the Realization of Human Potential,Elkhorn,WI,,
California Jazz Conservatory,Berkeley,CA,23.0,
California Barber and Beauty College,San Diego,CA,42.0,
Laredo CHI Academy Beauty School,Laredo,TX,53.0,
Florida International Training Institute,Miami,FL,304.0,
Gould's Academy,Memphis,TN,158.0,
Aviation Institute of Maintenance-Fremont,Fremont,CA,265.0,
Paul Mitchell the School-Tulsa,Tulsa,OK,232.0,
PPG Technical College,Caguas,PR,126.0,
Wave Leadership College,Virginia Beach,VA,31.0,
Academy of Professional Cosmetology,Rogers,AR,135.0,
Empire Beauty School-Northlake,Atlanta,GA,97.0,24401.0
